product_name,price_usd,rating,number_of_reviews,gender_target,cruelty_free,country_of_origin,gender_id,country_id
Super Face Mask,142.81,3.1,669,Male,True,USA,2,8
Perfect Powder,91.46,3.6,3547,Female,True,Japan,1,5
Ultra Contour,76.07,3.5,8209,Female,False,UK,1,7
Magic Highlighter,94.77,4.1,7622,Male,True,USA,2,8
Magic CC Cream,58.62,3.1,3513,Female,False,Italy,1,4
Perfect Powder,40.79,3.6,2309,Female,True,Japan,1,5
Divine Exfoliator,148.52,4.8,2770,Male,False,UK,2,7
Perfect Eyeliner,95.58,3.4,3210,Female,True,Australia,1,1
Perfect Powder,72.02,3.2,7904,Female,False,USA,1,8
Divine Blush,77.03,2.9,1123,Female,False,Germany,1,3
Super Lipstick,22.61,2.4,6893,Female,False,Italy,1,4
Divine Serum,109.66,4.9,544,Male,True,UK,2,7
Super Eyeliner,77.02,1.3,294,Female,True,USA,1,8
Perfect Serum,23.89,2.8,4018,Female,False,UK,1,7
Divine Powder,78.59,4.8,995,Female,False,Italy,1,4
Divine Eyeliner,32.05,3.4,7980,Male,False,Australia,2,1
Magic Face Mask,138.62,4.4,4565,Unisex,True,Japan,3,5
Magic Concealer,53.15,2.9,2866,Female,True,USA,1,8
Magic Primer,47.13,1.6,5183,Male,False,South Korea,2,6
Magic Primer,83.71,1.6,4739,Female,False,South Korea,1,6
Magic Exfoliator,80.99,1.6,1326,Female,True,Germany,1,3
Perfect Powder,99.55,2.5,5389,Female,False,South Korea,1,6
Super Face Mask,32.65,3.3,8633,Male,False,UK,2,7
Perfect Contour,53.74,3.8,2311,Unisex,True,Australia,3,1
Perfect Lip Gloss,52.12,2.2,5218,Unisex,False,UK,3,7
Super Highlighter,23.42,3.0,7249,Female,False,UK,1,7
Divine Eye Shadow,34.91,1.1,6724,Unisex,False,USA,3,8
Divine Eye Shadow,82.74,4.9,5728,Male,True,Japan,2,5
Super Lip Liner,23.18,2.1,8513,Male,True,Germany,2,3
Perfect Face Mask,118.9,4.3,5517,Unisex,False,France,3,2
Super Moisturizer,132.91,2.2,1661,Female,False,France,1,2
Divine Face Mask,38.76,4.0,6157,Male,True,Japan,2,5
Perfect CC Cream,105.55,1.6,8498,Unisex,False,South Korea,3,6
Super Bronzer,81.96,3.9,2450,Female,True,South Korea,1,6
Perfect Moisturizer,108.75,2.4,9948,Male,True,South Korea,2,6
Magic Lip Liner,112.17,1.9,9969,Unisex,False,Australia,3,1
Magic Lip Gloss,55.27,3.3,6488,Female,False,Japan,1,5
Divine Face Mask,76.56,1.2,3780,Female,False,Germany,1,3
Super Highlighter,53.36,2.4,8981,Male,True,Italy,2,4
Perfect Foundation,29.81,4.7,610,Unisex,True,USA,3,8
Ultra Serum,89.3,3.4,2035,Male,False,Italy,2,4
Ultra Lipstick,19.19,2.7,8102,Female,True,Australia,1,1
Ultra Eye Shadow,10.99,1.4,7530,Male,True,France,2,2
Divine Makeup Remover,44.82,3.6,9368,Unisex,True,France,3,2
Ultra Foundation,119.2,4.7,448,Male,True,France,2,2
Perfect Highlighter,118.98,2.2,3101,Male,True,France,2,2
Ultra Concealer,39.31,4.0,4562,Female,True,Australia,1,1
Magic Cleanser,39.28,4.3,361,Unisex,True,South Korea,3,6
Magic Eye Shadow,13.42,1.4,4355,Unisex,False,UK,3,7
Divine Cleanser,143.85,2.8,2279,Unisex,True,France,3,2
Magic Makeup Remover,144.0,2.4,1361,Unisex,False,France,3,2
Super Serum,73.73,2.0,6420,Unisex,False,USA,3,8
Perfect Eye Shadow,139.51,3.0,4208,Unisex,False,South Korea,3,6
Perfect Serum,57.84,4.4,6314,Female,False,Italy,1,4
Super Face Oil,115.95,1.8,1913,Female,False,France,1,2
Magic Setting Spray,54.67,4.7,6177,Unisex,True,UK,3,7
Perfect BB Cream,11.16,1.7,7255,Male,True,South Korea,2,6
Super Lipstick,83.83,2.5,4536,Unisex,False,Japan,3,5
Magic Contour,135.63,3.3,4929,Male,False,Australia,2,1
Ultra Face Oil,120.05,1.5,2385,Unisex,False,Japan,3,5
Super Exfoliator,29.58,4.9,5080,Female,True,Italy,1,4
Perfect Makeup Remover,109.08,2.3,4106,Male,True,Italy,2,4
Ultra Contour,96.79,1.7,1467,Male,True,UK,2,7
Ultra Contour,40.94,2.1,5447,Unisex,False,Germany,3,3
Magic BB Cream,124.13,3.6,7436,Male,False,France,2,2
Ultra Lip Gloss,38.71,1.6,6872,Male,False,UK,2,7
Perfect Eye Shadow,120.73,3.2,6460,Female,True,Italy,1,4
Super Primer,47.72,2.3,2923,Male,False,Germany,2,3
Magic Lip Liner,48.7,3.6,3495,Male,False,USA,2,8
Divine Bronzer,32.01,1.7,3610,Female,False,USA,1,8
Magic Contour,97.14,4.2,806,Unisex,False,UK,3,7
Ultra Lipstick,73.9,2.0,6344,Unisex,False,USA,3,8
Perfect Makeup Remover,89.07,1.2,2621,Unisex,False,Italy,3,4
Divine Lip Gloss,21.85,2.6,6279,Unisex,False,Japan,3,5
Perfect Blush,89.41,1.9,5880,Female,True,Italy,1,4
Ultra Makeup Remover,15.62,3.4,2140,Unisex,True,France,3,2
Super Face Mask,122.15,3.6,4326,Female,False,France,1,2
Magic Eyeliner,10.25,3.0,5924,Male,True,South Korea,2,6
Ultra Setting Spray,136.33,1.2,127,Male,False,UK,2,7
Perfect Setting Spray,16.27,2.1,2094,Male,True,Australia,2,1
Magic Bronzer,22.97,4.4,2675,Unisex,True,France,3,2
Divine CC Cream,106.81,2.4,8727,Unisex,True,Italy,3,4
Ultra Eyeliner,88.68,3.7,3839,Unisex,True,UK,3,7
Ultra Face Mask,60.42,2.7,1230,Female,True,South Korea,1,6
Magic CC Cream,50.64,4.2,4343,Female,False,Australia,1,1
Magic Lip Gloss,71.83,2.5,9178,Male,True,South Korea,2,6
Divine BB Cream,83.4,2.2,4991,Unisex,True,Japan,3,5
Ultra CC Cream,68.14,1.9,6056,Female,True,Germany,1,3
Divine Exfoliator,113.92,4.7,9426,Unisex,False,Italy,3,4
Magic Makeup Remover,43.92,4.7,1052,Unisex,True,Italy,3,4
Divine CC Cream,48.24,1.2,5927,Male,True,Germany,2,3
Magic Lip Liner,144.71,1.3,5787,Female,True,Italy,1,4
Perfect Eye Shadow,118.27,2.6,8346,Male,False,UK,2,7
Perfect Moisturizer,17.66,2.4,7259,Male,False,Japan,2,5
Super Eye Shadow,131.77,2.4,1554,Female,True,Australia,1,1
Super Contour,39.89,3.9,2437,Male,True,USA,2,8
Divine Contour,130.81,2.9,8306,Male,False,Japan,2,5
Super Contour,138.0,3.3,5215,Male,False,UK,2,7
Super Primer,112.26,1.7,6929,Unisex,True,Germany,3,3
Magic Eye Shadow,133.08,2.5,2370,Unisex,True,Italy,3,4
Perfect Contour,36.18,4.4,3157,Female,True,Italy,1,4
Super Eyeliner,122.09,4.0,8488,Unisex,True,USA,3,8
Magic Mascara,50.63,4.3,6993,Female,False,France,1,2
Ultra Mascara,103.9,1.1,9813,Female,False,Italy,1,4
Ultra Face Mask,74.26,1.7,5197,Male,False,South Korea,2,6
Magic Primer,143.08,1.4,9561,Unisex,False,Japan,3,5
Magic Face Oil,88.46,1.5,410,Unisex,False,South Korea,3,6
Divine Cleanser,23.82,3.3,9582,Unisex,True,UK,3,7
Divine Makeup Remover,71.39,2.7,8883,Female,True,South Korea,1,6
Perfect Primer,45.73,1.5,9208,Male,True,France,2,2
Perfect Serum,17.89,3.0,1052,Unisex,True,Italy,3,4
Divine Serum,17.02,1.6,842,Female,True,Japan,1,5
Divine Lipstick,31.92,2.0,6436,Male,True,Australia,2,1
Divine Powder,42.81,3.0,5478,Male,False,Japan,2,5
Ultra Exfoliator,85.45,2.5,4787,Male,True,Germany,2,3
Super Lipstick,82.2,4.2,4781,Male,False,Japan,2,5
Perfect Lipstick,143.88,4.7,2795,Female,True,France,1,2
Divine Face Oil,141.73,3.3,4622,Unisex,True,Japan,3,5
Ultra CC Cream,32.77,4.1,809,Unisex,True,Germany,3,3
Perfect CC Cream,76.7,4.3,2859,Male,True,Germany,2,3
Divine Face Mask,111.59,2.1,222,Male,True,Australia,2,1
Divine Makeup Remover,112.34,3.8,6914,Female,False,Germany,1,3
Magic Primer,119.99,1.5,1720,Male,False,Japan,2,5
Ultra Face Mask,78.44,3.4,5710,Female,False,UK,1,7
Ultra Face Mask,31.65,1.4,1534,Female,False,Italy,1,4
Magic Powder,43.8,4.0,3848,Unisex,True,USA,3,8
Ultra Makeup Remover,33.61,4.4,618,Female,False,Japan,1,5
Divine Setting Spray,120.06,4.4,3095,Unisex,True,Germany,3,3
Magic Highlighter,45.14,3.9,8313,Male,True,USA,2,8
Magic Face Oil,117.39,1.5,6128,Unisex,False,Japan,3,5
Divine Highlighter,116.17,3.7,5858,Female,True,USA,1,8
Ultra Moisturizer,104.07,1.9,1657,Unisex,True,UK,3,7
Perfect Mascara,76.99,3.2,2488,Female,False,USA,1,8
Perfect Setting Spray,144.32,4.5,6809,Female,True,Italy,1,4
Magic Serum,29.33,4.1,2934,Female,False,France,1,2
Super Setting Spray,64.96,4.3,1290,Male,True,South Korea,2,6
Perfect Mascara,54.07,2.2,2017,Female,True,Japan,1,5
Super BB Cream,47.1,3.1,8873,Unisex,True,Germany,3,3
Divine Mascara,64.38,3.2,3612,Unisex,False,Japan,3,5
Ultra Moisturizer,39.24,2.9,1184,Female,False,Japan,1,5
Ultra Bronzer,28.12,3.1,6787,Male,True,USA,2,8
Ultra Moisturizer,116.87,4.0,145,Male,False,France,2,2
Divine Setting Spray,16.56,4.2,419,Male,False,UK,2,7
Divine Eyeliner,45.13,4.7,3712,Male,True,Australia,2,1
Perfect Eyeliner,41.19,1.5,1405,Female,True,Germany,1,3
Magic Blush,143.83,3.1,8748,Unisex,True,Japan,3,5
Super Moisturizer,143.94,1.4,1324,Male,True,Italy,2,4
Divine Eyeliner,43.42,1.6,356,Male,True,USA,2,8
Super Eyeliner,55.35,4.1,6890,Female,False,South Korea,1,6
Super Serum,56.62,1.9,8705,Male,True,UK,2,7
Ultra Makeup Remover,21.03,3.0,4521,Unisex,False,Italy,3,4
Divine Contour,135.18,1.6,7393,Unisex,True,UK,3,7
Ultra Serum,139.37,3.1,5306,Male,True,Japan,2,5
Perfect Foundation,48.14,2.4,5430,Female,False,Australia,1,1
Magic Primer,137.33,3.0,2783,Unisex,False,France,3,2
Perfect Foundation,30.81,2.6,411,Female,False,France,1,2
Ultra Cleanser,94.89,4.0,4351,Male,True,Japan,2,5
Super Exfoliator,58.22,2.2,2072,Male,False,Australia,2,1
Perfect Eyeliner,137.33,2.4,8954,Male,False,USA,2,8
Super Foundation,59.44,4.5,3534,Unisex,False,Australia,3,1
Super Foundation,38.07,2.6,8226,Unisex,False,Japan,3,5
Super Bronzer,49.69,3.8,1267,Unisex,False,France,3,2
Magic Lip Liner,50.62,2.2,992,Male,True,UK,2,7
Divine Moisturizer,114.8,4.6,6553,Male,True,France,2,2
Ultra Face Oil,61.5,2.2,2251,Female,True,USA,1,8
Ultra Serum,73.21,1.6,363,Female,True,France,1,2
Magic Blush,134.79,4.1,5339,Unisex,False,UK,3,7
Super Foundation,71.8,2.6,2476,Male,True,Japan,2,5
Divine Blush,72.71,2.1,8029,Unisex,False,UK,3,7
Magic BB Cream,12.45,4.6,72,Male,True,Australia,2,1
Perfect Setting Spray,120.12,4.0,2352,Female,False,UK,1,7
Divine Primer,95.49,4.3,241,Male,True,USA,2,8
Divine Blush,132.8,3.8,556,Male,True,Germany,2,3
Divine Serum,34.19,2.1,2355,Male,True,France,2,2
Divine Lip Liner,86.73,3.4,4418,Male,True,Japan,2,5
Super Cleanser,99.8,3.6,6163,Female,False,Australia,1,1
Divine Contour,104.85,3.7,748,Unisex,True,UK,3,7
Perfect Exfoliator,53.84,2.7,2514,Female,True,USA,1,8
Divine Makeup Remover,62.84,3.3,2050,Male,True,UK,2,7
Divine Moisturizer,94.46,4.8,2933,Unisex,True,Australia,3,1
Magic Face Mask,13.14,1.2,1925,Male,True,Australia,2,1
Ultra Face Oil,68.72,1.1,8180,Male,False,Japan,2,5
Perfect Lip Liner,37.31,4.2,3603,Female,False,France,1,2
Magic Face Oil,136.75,1.4,4302,Unisex,True,France,3,2
Perfect Blush,80.6,1.2,5539,Unisex,False,UK,3,7
Magic Lipstick,126.4,4.5,3371,Unisex,True,USA,3,8
Super Powder,13.26,3.8,234,Female,True,UK,1,7
Super Concealer,118.99,4.9,2445,Male,True,Japan,2,5
Magic Foundation,87.98,4.5,3073,Female,False,South Korea,1,6
Magic Blush,31.8,3.2,7804,Male,True,Germany,2,3
Magic Cleanser,119.38,4.6,5265,Male,True,UK,2,7
Super Lip Liner,148.75,3.6,7668,Male,False,UK,2,7
Super Powder,70.59,1.8,3420,Unisex,True,UK,3,7
Ultra CC Cream,110.77,4.9,8467,Unisex,False,France,3,2
Ultra Eye Shadow,139.4,3.2,611,Male,True,France,2,2
Perfect Lipstick,122.25,1.5,4536,Male,True,Germany,2,3
Ultra Bronzer,147.9,1.2,6039,Male,True,France,2,2
Ultra Lip Gloss,35.27,4.6,1985,Female,False,USA,1,8
Perfect Setting Spray,44.18,2.2,4907,Female,True,USA,1,8
Super Lip Gloss,44.54,2.7,5581,Male,False,Germany,2,3
Perfect Cleanser,84.72,4.1,4788,Unisex,False,Australia,3,1
Perfect Cleanser,54.57,3.5,480,Male,False,Australia,2,1
Perfect Highlighter,33.85,4.1,291,Unisex,True,Australia,3,1
Ultra Highlighter,48.52,1.4,5770,Female,False,Germany,1,3
Perfect Concealer,40.15,2.9,4177,Unisex,False,France,3,2
Divine Exfoliator,48.07,3.9,405,Male,False,France,2,2
Perfect Exfoliator,52.98,1.0,8434,Male,True,South Korea,2,6
Ultra Primer,73.99,4.8,5896,Male,False,USA,2,8
Divine Mascara,94.88,1.6,9357,Male,True,South Korea,2,6
Perfect Setting Spray,93.51,2.4,3886,Male,False,UK,2,7
Divine Eye Shadow,15.53,4.0,3136,Male,False,Australia,2,1
Ultra Eye Shadow,46.88,4.1,5849,Unisex,True,South Korea,3,6
Super Makeup Remover,31.11,4.5,3563,Female,False,Germany,1,3
Super Lip Liner,64.94,4.4,1999,Unisex,False,South Korea,3,6
Perfect BB Cream,32.02,4.6,9683,Female,True,UK,1,7
Ultra Face Mask,109.74,3.3,8687,Female,True,Japan,1,5
Divine Exfoliator,54.47,3.9,1466,Female,False,USA,1,8
Ultra Lipstick,62.9,1.4,4836,Unisex,False,Italy,3,4
Super Lip Gloss,32.51,1.9,9005,Female,True,Australia,1,1
Ultra Setting Spray,140.84,3.6,2353,Female,False,Italy,1,4
Perfect Concealer,108.03,4.9,3171,Male,True,Australia,2,1
Super Makeup Remover,130.45,1.2,1699,Female,False,Germany,1,3
Super Powder,115.33,2.6,1619,Male,True,USA,2,8
Ultra Contour,117.66,1.2,3499,Male,False,USA,2,8
Super Eye Shadow,145.12,1.6,2926,Male,True,USA,2,8
Perfect Mascara,145.46,1.8,6777,Unisex,False,Japan,3,5
Magic Lip Liner,69.01,4.2,7091,Unisex,True,France,3,2
Super Setting Spray,56.8,2.0,7032,Unisex,False,Australia,3,1
Ultra BB Cream,54.27,3.0,4210,Male,False,UK,2,7
Super Exfoliator,101.4,2.2,8503,Male,True,Italy,2,4
Magic Cleanser,22.51,1.8,4407,Female,True,Japan,1,5
Magic Eyeliner,81.08,2.7,8165,Male,True,South Korea,2,6
Magic Lip Gloss,37.75,1.4,9410,Male,False,Japan,2,5
Divine Contour,108.06,4.7,7090,Unisex,False,Australia,3,1
Divine Foundation,47.63,1.5,1565,Female,True,UK,1,7
Perfect Lip Liner,103.22,2.7,4068,Female,True,Australia,1,1
Divine Highlighter,36.71,4.8,6293,Female,True,South Korea,1,6
Perfect BB Cream,149.7,4.2,6765,Unisex,True,Australia,3,1
Magic Foundation,73.35,1.5,9046,Male,True,Australia,2,1
Super Foundation,140.17,2.9,7019,Unisex,False,Japan,3,5
Magic Powder,74.95,1.2,7127,Female,False,South Korea,1,6
Magic Cleanser,73.89,3.8,5004,Unisex,False,France,3,2
Super Blush,121.83,1.8,1186,Male,False,Japan,2,5
Magic Mascara,131.97,2.0,1431,Female,True,Japan,1,5
Super BB Cream,74.14,1.6,1564,Male,False,UK,2,7
Magic Cleanser,88.35,4.7,2523,Male,True,USA,2,8
Ultra Lipstick,37.5,1.1,5794,Female,True,South Korea,1,6
Perfect Face Mask,147.32,1.2,5006,Unisex,False,Japan,3,5
Divine Foundation,80.06,2.9,2600,Male,False,France,2,2
Ultra Bronzer,135.91,1.5,7926,Male,True,Australia,2,1
Super Setting Spray,75.16,3.0,2831,Unisex,True,Germany,3,3
Perfect Cleanser,143.1,3.6,753,Male,True,Germany,2,3
Divine Makeup Remover,146.88,4.4,3522,Female,False,France,1,2
Magic Makeup Remover,117.6,3.8,460,Male,False,UK,2,7
Magic Contour,119.08,4.9,7493,Unisex,True,Australia,3,1
Perfect Face Oil,123.67,4.2,8028,Male,False,USA,2,8
Super BB Cream,131.0,4.2,7920,Male,False,Australia,2,1
Divine Exfoliator,10.13,4.5,3889,Male,False,Germany,2,3
Perfect Contour,10.22,1.7,3579,Male,True,Japan,2,5
Divine Setting Spray,100.51,1.7,3061,Unisex,True,France,3,2
Ultra Lip Liner,34.53,2.7,1329,Male,True,Australia,2,1
Perfect Lip Liner,90.15,2.9,1370,Unisex,False,UK,3,7
Divine Highlighter,49.07,3.1,9169,Male,False,UK,2,7
Magic BB Cream,122.94,4.4,9308,Unisex,False,Italy,3,4
Magic Concealer,51.45,1.2,9304,Female,True,Japan,1,5
Divine Foundation,70.9,3.5,7993,Unisex,False,Germany,3,3
Divine Highlighter,31.18,3.2,9175,Unisex,False,USA,3,8
Divine BB Cream,87.14,1.5,1337,Unisex,True,Australia,3,1
Perfect CC Cream,90.71,3.3,383,Female,False,France,1,2
Super Face Oil,72.32,2.3,4515,Male,False,UK,2,7
Ultra Lip Liner,133.78,3.9,6056,Female,False,USA,1,8
Perfect Lip Liner,109.48,2.4,6509,Unisex,True,France,3,2
Divine Exfoliator,95.74,1.3,5332,Unisex,True,Italy,3,4
Ultra Serum,82.04,2.6,9237,Female,False,Japan,1,5
Magic Highlighter,13.27,4.8,9673,Male,False,Italy,2,4
Divine Highlighter,75.43,3.4,407,Female,True,South Korea,1,6
Super CC Cream,102.78,1.4,3070,Male,True,Japan,2,5
Perfect Mascara,84.99,1.1,1900,Female,False,Japan,1,5
Super BB Cream,35.41,3.9,8973,Male,False,France,2,2
Divine BB Cream,95.04,4.7,6624,Unisex,False,South Korea,3,6
Super Foundation,147.14,4.9,7463,Male,False,Italy,2,4
Ultra BB Cream,111.18,1.3,3328,Unisex,False,Germany,3,3
Perfect Blush,48.84,1.8,7934,Unisex,False,Italy,3,4
Magic Bronzer,104.4,1.5,3970,Female,True,Italy,1,4
Ultra Moisturizer,32.08,3.2,329,Female,True,USA,1,8
Perfect Primer,76.4,1.6,9940,Female,True,South Korea,1,6
Ultra Foundation,100.42,4.6,7599,Unisex,True,Japan,3,5
Divine Exfoliator,114.86,1.9,7004,Unisex,False,USA,3,8
Magic Eyeliner,144.51,1.1,8348,Male,True,Australia,2,1
Ultra Powder,38.87,2.8,4973,Male,False,Germany,2,3
Ultra Face Oil,56.95,1.6,9735,Male,True,France,2,2
Perfect Mascara,45.45,1.5,8429,Unisex,True,USA,3,8
Divine Face Oil,142.37,5.0,6978,Female,False,Australia,1,1
Perfect Lip Liner,81.91,5.0,1194,Female,True,France,1,2
Perfect Foundation,132.15,3.8,6881,Female,False,UK,1,7
Ultra Concealer,65.83,2.0,8667,Male,True,Australia,2,1
Ultra Eye Shadow,49.84,4.1,3439,Female,True,Japan,1,5
Ultra Powder,22.36,4.0,6652,Unisex,False,Japan,3,5
Magic Eye Shadow,139.84,2.3,7145,Unisex,True,Germany,3,3
Perfect Setting Spray,133.39,1.3,6334,Unisex,False,USA,3,8
Perfect Concealer,96.76,1.8,7774,Unisex,False,USA,3,8
Divine CC Cream,39.64,2.9,1577,Male,True,France,2,2
Divine Highlighter,81.64,3.5,3445,Unisex,True,South Korea,3,6
Perfect Bronzer,98.82,1.4,100,Unisex,False,France,3,2
Divine Face Oil,62.3,1.5,7906,Unisex,False,South Korea,3,6
Super CC Cream,146.36,3.6,1816,Male,False,South Korea,2,6
Super Concealer,122.38,1.1,4916,Female,True,USA,1,8
Perfect Highlighter,120.46,1.0,5280,Unisex,True,USA,3,8
Perfect Makeup Remover,141.06,1.9,4076,Male,True,UK,2,7
Divine Face Oil,72.61,1.3,9686,Unisex,False,France,3,2
Divine Serum,120.04,4.5,2678,Male,True,Japan,2,5
Divine Contour,89.74,4.4,5645,Male,True,USA,2,8
Ultra BB Cream,33.41,1.4,4349,Female,False,South Korea,1,6
Magic Face Oil,99.52,2.7,3050,Male,True,Australia,2,1
Ultra Moisturizer,125.99,4.3,9126,Unisex,True,Australia,3,1
Divine Powder,30.42,1.6,5505,Unisex,False,Australia,3,1
Magic Eye Shadow,33.39,1.9,4590,Male,False,South Korea,2,6
Super Primer,127.3,2.5,1645,Female,False,South Korea,1,6
Divine Powder,148.0,3.0,291,Female,False,Germany,1,3
Divine Eyeliner,92.53,3.6,4498,Female,True,Italy,1,4
Divine Blush,99.52,1.7,8384,Unisex,True,Italy,3,4
Divine Mascara,19.31,4.8,6617,Male,False,Australia,2,1
Perfect Makeup Remover,35.54,2.3,7918,Female,True,France,1,2
Perfect Lip Gloss,100.13,4.0,1856,Female,False,Germany,1,3
Divine Exfoliator,106.17,4.5,5129,Unisex,False,Germany,3,3
Divine Mascara,92.85,4.5,7441,Male,True,Germany,2,3
Perfect Face Oil,65.68,2.3,8146,Female,False,USA,1,8
Super CC Cream,139.1,1.7,3512,Unisex,True,Germany,3,3
Super Concealer,60.97,3.7,7090,Unisex,True,USA,3,8
Perfect Lip Liner,130.07,1.9,4783,Unisex,False,Australia,3,1
Magic Serum,134.09,3.6,9683,Unisex,True,UK,3,7
Magic Mascara,128.16,1.2,8947,Unisex,False,Italy,3,4
Magic Moisturizer,63.81,5.0,4037,Male,True,Australia,2,1
Super Lip Liner,51.38,2.1,9388,Male,False,USA,2,8
Perfect Moisturizer,129.21,4.8,8709,Unisex,False,UK,3,7
Super Mascara,107.15,2.0,1699,Unisex,False,Australia,3,1
Magic BB Cream,136.22,4.9,3515,Male,True,USA,2,8
Divine Lip Liner,148.44,3.6,813,Female,False,Japan,1,5
Perfect Bronzer,102.1,3.0,8102,Unisex,True,Japan,3,5
Ultra Eye Shadow,36.5,1.7,5207,Unisex,False,USA,3,8
Super Eye Shadow,93.26,3.3,6266,Male,False,Italy,2,4
Ultra Concealer,67.16,3.8,1973,Unisex,False,Australia,3,1
Ultra Lip Liner,57.51,2.6,1067,Female,True,USA,1,8
Divine Serum,12.66,1.8,1857,Unisex,True,France,3,2
Ultra Foundation,108.31,4.9,335,Female,True,Japan,1,5
Ultra Face Oil,93.73,3.7,2839,Female,True,Japan,1,5
Perfect Primer,46.65,4.7,5460,Male,True,UK,2,7
Perfect Setting Spray,60.61,3.7,779,Female,True,USA,1,8
Divine Moisturizer,16.85,3.1,4669,Female,False,Australia,1,1
Super Face Mask,17.01,2.9,7265,Female,True,South Korea,1,6
Super Eyeliner,145.58,1.1,8477,Female,True,USA,1,8
Super Exfoliator,68.32,4.6,8174,Female,True,Germany,1,3
Perfect Eye Shadow,45.31,3.9,6014,Unisex,True,UK,3,7
Ultra Foundation,14.0,4.3,5746,Female,True,USA,1,8
Magic Contour,27.25,4.2,116,Unisex,True,Italy,3,4
Perfect Makeup Remover,27.51,2.4,9926,Male,False,France,2,2
Super Mascara,36.57,1.7,324,Unisex,True,Italy,3,4
Super Bronzer,73.34,2.2,6894,Female,False,UK,1,7
Divine Face Mask,93.67,4.5,2181,Male,True,France,2,2
Divine Foundation,136.41,3.8,2830,Female,True,Japan,1,5
Perfect Cleanser,108.28,4.6,4360,Male,True,South Korea,2,6
Divine Primer,124.78,1.2,9232,Male,False,Australia,2,1
Magic Lip Liner,113.85,3.0,8848,Unisex,False,Australia,3,1
Ultra Lipstick,102.21,3.0,7626,Female,True,Japan,1,5
Divine CC Cream,104.91,2.1,4205,Unisex,False,Australia,3,1
Divine BB Cream,111.5,3.7,8570,Male,False,Australia,2,1
Divine Eye Shadow,20.11,2.7,6714,Male,False,Italy,2,4
Super Highlighter,15.23,2.6,5437,Male,False,USA,2,8
Super Lipstick,62.5,3.2,7145,Female,False,South Korea,1,6
Divine Powder,40.7,2.2,1151,Male,True,France,2,2
Super Lip Liner,127.13,4.7,2799,Unisex,True,USA,3,8
Super Primer,49.75,3.4,2012,Female,False,Australia,1,1
Divine Foundation,102.89,1.3,6924,Unisex,False,Italy,3,4
Ultra Makeup Remover,146.77,1.7,1465,Female,True,Germany,1,3
Divine Face Oil,128.52,1.0,1767,Female,True,Australia,1,1
Ultra Lip Liner,30.56,4.7,7410,Unisex,True,Italy,3,4
Super Lipstick,129.05,1.9,74,Unisex,False,Japan,3,5
Ultra Highlighter,56.59,4.3,9419,Unisex,False,UK,3,7
Divine Blush,99.45,3.2,7868,Male,False,France,2,2
Perfect Serum,92.08,1.8,607,Male,False,Italy,2,4
Divine Mascara,102.06,2.6,2971,Female,True,UK,1,7
Perfect Lipstick,43.69,4.7,1637,Female,False,Japan,1,5
Perfect Setting Spray,107.92,2.2,3473,Unisex,True,USA,3,8
Perfect Exfoliator,116.25,1.3,7264,Male,True,South Korea,2,6
Ultra Makeup Remover,136.04,3.1,7794,Male,False,South Korea,2,6
Ultra Bronzer,50.52,1.9,118,Male,False,Japan,2,5
Magic Moisturizer,107.08,1.4,567,Male,True,France,2,2
Divine BB Cream,36.24,4.8,7859,Male,True,South Korea,2,6
Perfect Lip Liner,129.67,1.4,838,Female,False,Germany,1,3
Magic Lip Liner,68.44,1.4,5201,Female,True,South Korea,1,6
Super Eye Shadow,121.77,1.4,379,Male,False,Japan,2,5
Ultra Cleanser,25.29,4.9,8227,Unisex,False,UK,3,7
Ultra Contour,12.8,3.4,8056,Female,False,Italy,1,4
Ultra Primer,85.05,2.3,2424,Female,True,Germany,1,3
Perfect Eye Shadow,69.46,2.8,8655,Male,True,Germany,2,3
Perfect Highlighter,118.66,4.1,1066,Female,True,UK,1,7
Perfect Serum,38.48,1.9,5539,Unisex,True,Italy,3,4
Super Bronzer,53.53,3.5,1514,Female,False,USA,1,8
Ultra Serum,97.09,2.5,1804,Unisex,False,South Korea,3,6
Divine Moisturizer,146.45,2.9,380,Female,False,South Korea,1,6
Divine Cleanser,89.35,1.7,5611,Male,False,Italy,2,4
Magic Serum,80.36,2.0,9178,Female,True,Japan,1,5
Perfect Blush,17.01,1.9,4600,Male,True,South Korea,2,6
Super Eye Shadow,42.37,2.1,8417,Unisex,False,Italy,3,4
Perfect Bronzer,50.2,1.6,1933,Male,True,USA,2,8
Magic Eyeliner,96.51,1.4,9555,Unisex,False,South Korea,3,6
Perfect Mascara,92.58,4.1,6291,Female,False,UK,1,7
Magic Moisturizer,24.61,2.6,9180,Unisex,False,South Korea,3,6
Divine Face Oil,143.65,2.1,6240,Male,False,Australia,2,1
Perfect Mascara,10.22,1.0,1942,Male,True,Italy,2,4
Super Serum,87.76,4.2,337,Unisex,False,Japan,3,5
